"","created_at","character"
"2076","2022-07-08 19:16:13","Homelander"
"2077","2022-07-08 19:16:41","M.M."
"2078","2022-07-08 19:16:41","Homelander"
"2079","2022-07-08 19:16:46","Stan Edgar"
"2080","2022-07-08 19:16:46","Black Noir"
"2081","2022-07-08 19:16:50","Ryan"
"2082","2022-07-08 19:17:08","M.M."
"2083","2022-07-08 19:17:16","M.M."
"2084","2022-07-08 19:17:29","Frenchie"
"2085","2022-07-08 19:17:29","Kimiko"
"2086","2022-07-08 19:17:30","Butcher"
"2087","2022-07-08 19:17:30","Homelander"
"2088","2022-07-08 19:17:51","Butcher"
"2089","2022-07-08 19:17:51","Homelander"
"2090","2022-07-08 19:17:54","Homelander"
"2091","2022-07-08 19:18:02","Stan Edgar"
"2092","2022-07-08 19:18:05","Homelander"
"2093","2022-07-08 19:18:07","M.M."
"2094","2022-07-08 19:18:07","Homelander"
"2095","2022-07-08 19:18:11","Ashley"
"2096","2022-07-08 19:18:12","Starlight"
"2097","2022-07-08 19:18:45","Butcher"
"2098","2022-07-08 19:18:51","Black Noir"
"2099","2022-07-08 19:19:01","Hughie"
"2100","2022-07-08 19:19:04","M.M."
"2101","2022-07-08 19:19:04","Homelander"
"2102","2022-07-08 19:19:12","Hughie"
"2103","2022-07-08 19:19:32","Starlight"
"2104","2022-07-08 19:19:33","Starlight"
"2105","2022-07-08 19:19:33","Homelander"
"2106","2022-07-08 19:19:34","Starlight"
"2107","2022-07-08 19:19:35","Starlight"
"2108","2022-07-08 19:19:35","Queen Maeve"
"2109","2022-07-08 19:19:37","Homelander"
"2110","2022-07-08 19:19:38","Soldier Boy"
"2111","2022-07-08 19:19:38","Ryan"
"2112","2022-07-08 19:19:38","Black Noir"
"2113","2022-07-08 19:19:45","Kimiko"
"2114","2022-07-08 19:19:52","Hughie"
"2115","2022-07-08 19:19:52","Queen Maeve"
"2116","2022-07-08 19:19:56","Homelander"
"2117","2022-07-08 19:20:05","Hughie"
"2118","2022-07-08 19:20:08","Butcher"
"2119","2022-07-08 19:20:08","Homelander"
"2120","2022-07-08 19:20:11","Homelander"
"2121","2022-07-08 19:20:12","M.M."
"2122","2022-07-08 19:20:14","Hughie"
"2123","2022-07-08 19:20:15","Homelander"
"2124","2022-07-08 19:20:20","Butcher"
"2125","2022-07-08 19:20:28","Butcher"
"2126","2022-07-08 19:20:28","Black Noir"
"2127","2022-07-08 19:20:28","Ryan"
"2128","2022-07-08 19:20:39","Kimiko"
"2129","2022-07-08 19:20:41","Soldier Boy"
"2130","2022-07-08 19:20:51","Soldier Boy"
"2131","2022-07-08 19:21:04","M.M."
"2132","2022-07-08 19:21:05","Homelander"
"2133","2022-07-08 19:21:07","M.M."
"2134","2022-07-08 19:21:07","Frenchie"
"2135","2022-07-08 19:21:07","Kimiko"
"2136","2022-07-08 19:21:07","Kimiko"
"2137","2022-07-08 19:21:07","Deep"
"2138","2022-07-08 19:21:07","Homelander"
"2139","2022-07-08 19:21:08","M.M."
"2140","2022-07-08 19:21:10","Soldier Boy"
"2141","2022-07-08 19:21:10","Homelander"
"2142","2022-07-08 19:21:11","Black Noir"
"2143","2022-07-08 19:21:12","Soldier Boy"
"2144","2022-07-08 19:21:18","M.M."
"2145","2022-07-08 19:21:33","Homelander"
"2146","2022-07-08 19:21:55","A-Train"
"2147","2022-07-08 19:21:57","Homelander"
"2148","2022-07-08 19:22:07","Deep"
"2149","2022-07-08 19:22:07","Homelander"
"2150","2022-07-08 19:22:08","M.M."
"2151","2022-07-08 19:22:12","Ryan"
"2152","2022-07-08 19:22:13","Homelander"
"2153","2022-07-08 19:22:20","Homelander"
"2154","2022-07-08 19:22:20","Homelander"
"2155","2022-07-08 19:22:21","Queen Maeve"
"2156","2022-07-08 19:22:22","Queen Maeve"
"2157","2022-07-08 19:22:25","Black Noir"
"2158","2022-07-08 19:22:27","Hughie"
"2159","2022-07-08 19:22:32","Butcher"
"2160","2022-07-08 19:22:32","Homelander"
"2161","2022-07-08 19:22:32","Black Noir"
"2162","2022-07-08 19:22:32","Homelander"
"2163","2022-07-08 19:22:36","Homelander"
"2164","2022-07-08 19:22:38","Homelander"
"2165","2022-07-08 19:22:40","Ryan"
"2166","2022-07-08 19:22:50","Starlight"
"2167","2022-07-08 19:22:50","Queen Maeve"
"2168","2022-07-08 19:22:50","Ryan"
"2169","2022-07-08 19:22:50","Homelander"
"2170","2022-07-08 19:22:56","Starlight"
"2171","2022-07-08 19:23:08","M.M."
"2172","2022-07-08 19:23:22","Queen Maeve"
"2173","2022-07-08 19:23:24","Black Noir"
"2174","2022-07-08 19:23:31","M.M."
"2175","2022-07-08 19:23:36","Butcher"
"2176","2022-07-08 19:23:36","Homelander"
"2177","2022-07-08 19:23:37","Homelander"
"2178","2022-07-08 19:23:39","M.M."
"2179","2022-07-08 19:23:46","Soldier Boy"
"2180","2022-07-08 19:23:49","Queen Maeve"
"2181","2022-07-08 19:23:58","Starlight"
"2182","2022-07-08 19:23:58","Frenchie"
"2183","2022-07-08 19:24:00","Frenchie"
"2184","2022-07-08 19:24:13","Hughie"
"2185","2022-07-08 19:24:23","Soldier Boy"
"2186","2022-07-08 19:24:23","Homelander"
"2187","2022-07-08 19:24:25","A-Train"
"2188","2022-07-08 19:24:25","Queen Maeve"
"2189","2022-07-08 19:24:25","Black Noir"
"2190","2022-07-08 19:24:26","Frenchie"
"2191","2022-07-08 19:24:28","Deep"
"2192","2022-07-08 19:24:29","M.M."
"2193","2022-07-08 19:24:29","Kimiko"
"2194","2022-07-08 19:24:35","Ryan"
"2195","2022-07-08 19:24:35","Homelander"
"2196","2022-07-08 19:24:48","Soldier Boy"
"2197","2022-07-08 19:24:48","Queen Maeve"
"2198","2022-07-08 19:25:03","Starlight"
"2199","2022-07-08 19:25:16","Kimiko"
"2200","2022-07-08 19:25:22","Soldier Boy"
"2201","2022-07-08 19:25:32","Queen Maeve"
"2202","2022-07-08 19:25:44","Queen Maeve"
"2203","2022-07-08 19:25:46","Black Noir"
"2204","2022-07-08 19:25:53","Homelander"
"2205","2022-07-08 19:25:53","Starlight"
"2206","2022-07-08 19:25:57","Ryan"
"2207","2022-07-08 19:25:59","Queen Maeve"
"2208","2022-07-08 19:26:03","Queen Maeve"
"2209","2022-07-08 19:26:04","Ryan"
"2210","2022-07-08 19:26:12","Butcher"
"2211","2022-07-08 19:26:12","Homelander"
"2212","2022-07-08 19:26:13","Homelander"
"2213","2022-07-08 19:26:15","Homelander"
"2214","2022-07-08 19:26:27","Black Noir"
"2215","2022-07-08 19:26:30","Soldier Boy"
"2216","2022-07-08 19:26:36","Soldier Boy"
"2217","2022-07-08 19:26:37","M.M."
"2218","2022-07-08 19:27:08","M.M."
"2219","2022-07-08 19:27:09","Ryan"
"2220","2022-07-08 19:27:11","M.M."
"2221","2022-07-08 19:27:13","Queen Maeve"
"2222","2022-07-08 19:27:15","M.M."
"2223","2022-07-08 19:27:24","Kimiko"
"2224","2022-07-08 19:27:25","Starlight"
"2225","2022-07-08 19:27:25","Soldier Boy"
"2226","2022-07-08 19:27:30","Soldier Boy"
"2227","2022-07-08 19:27:30","Homelander"
"2228","2022-07-08 19:27:31","Black Noir"
"2229","2022-07-08 19:27:31","Homelander"
"2230","2022-07-08 19:27:41","Starlight"
"2231","2022-07-08 19:27:42","Starlight"
"2232","2022-07-08 19:27:43","Butcher"
"2233","2022-07-08 19:27:43","Hughie"
"2234","2022-07-08 19:28:01","Soldier Boy"
"2235","2022-07-08 19:28:14","Homelander"
"2236","2022-07-08 19:28:26","M.M."
"2237","2022-07-08 19:28:34","M.M."
"2238","2022-07-08 19:28:51","Soldier Boy"
"2239","2022-07-08 19:29:05","Starlight"
"2240","2022-07-08 19:29:05","Soldier Boy"
"2241","2022-07-08 19:29:05","A-Train"
"2242","2022-07-08 19:29:05","Deep"
"2243","2022-07-08 19:29:05","Queen Maeve"
"2244","2022-07-08 19:29:05","Homelander"
"2245","2022-07-08 19:29:16","Hughie"
"2246","2022-07-08 19:29:18","Butcher"
"2247","2022-07-08 19:29:18","Hughie"
"2248","2022-07-08 19:29:18","Starlight"
"2249","2022-07-08 19:29:18","Soldier Boy"
"2250","2022-07-08 19:29:18","Frenchie"
"2251","2022-07-08 19:29:18","Kimiko"
"2252","2022-07-08 19:29:18","Queen Maeve"
"2253","2022-07-08 19:29:18","Homelander"
"2254","2022-07-08 19:29:22","Queen Maeve"
"2255","2022-07-08 19:29:24","Stan Edgar"
"2256","2022-07-08 19:29:24","Homelander"
"2257","2022-07-08 19:29:25","Butcher"
"2258","2022-07-08 19:29:25","Soldier Boy"
"2259","2022-07-08 19:29:25","Homelander"
"2260","2022-07-08 19:29:25","Black Noir"
"2261","2022-07-08 19:29:26","M.M."
"2262","2022-07-08 19:29:26","Queen Maeve"
"2263","2022-07-08 19:29:26","Queen Maeve"
"2264","2022-07-08 19:29:27","Black Noir"
"2265","2022-07-08 19:29:45","Homelander"
"2266","2022-07-08 19:29:57","M.M."
"2267","2022-07-08 19:30:06","Queen Maeve"
"2268","2022-07-08 19:30:18","Queen Maeve"
"2269","2022-07-08 19:30:22","Stan Edgar"
"2270","2022-07-08 19:30:22","Homelander"
"2271","2022-07-08 19:30:26","M.M."
"2272","2022-07-08 19:30:35","Homelander"
"2273","2022-07-08 19:30:36","Black Noir"
"2274","2022-07-08 19:30:37","Soldier Boy"
"2275","2022-07-08 19:30:37","Butcher"
"2276","2022-07-08 19:30:37","Soldier Boy"
"2277","2022-07-08 19:30:37","Homelander"
"2278","2022-07-08 19:30:40","Queen Maeve"
"2279","2022-07-08 19:30:40","Black Noir"
"2280","2022-07-08 19:30:42","Black Noir"
"2281","2022-07-08 19:30:47","Black Noir"
"2282","2022-07-08 19:30:51","Soldier Boy"
"2283","2022-07-08 19:30:51","Ryan"
"2284","2022-07-08 19:30:51","Homelander"
"2285","2022-07-08 19:30:52","Homelander"
"2286","2022-07-08 19:30:57","M.M."
"2287","2022-07-08 19:31:11","Queen Maeve"
"2288","2022-07-08 19:31:16","Homelander"
"2289","2022-07-08 19:31:23","Homelander"
"2290","2022-07-08 19:31:26","Homelander"
"2291","2022-07-08 19:31:40","Homelander"
"2292","2022-07-08 19:31:42","Ryan"
"2293","2022-07-08 19:31:45","Butcher"
"2294","2022-07-08 19:31:45","Soldier Boy"
"2295","2022-07-08 19:31:50","Queen Maeve"
"2296","2022-07-08 19:31:52","Frenchie"
"2297","2022-07-08 19:31:59","Homelander"
"2298","2022-07-08 19:32:08","Starlight"
"2299","2022-07-08 19:32:08","Black Noir"
"2300","2022-07-08 19:32:17","Butcher"
"2301","2022-07-08 19:32:17","Hughie"
"2302","2022-07-08 19:32:17","Queen Maeve"
"2303","2022-07-08 19:32:24","Soldier Boy"
"2304","2022-07-08 19:32:24","Black Noir"
"2305","2022-07-08 19:32:24","Ryan"
"2306","2022-07-08 19:32:41","Soldier Boy"
"2307","2022-07-08 19:32:41","Black Noir"
"2308","2022-07-08 19:32:43","Butcher"
"2309","2022-07-08 19:32:43","Soldier Boy"
"2310","2022-07-08 19:32:43","Homelander"
"2311","2022-07-08 19:32:51","Homelander"
"2312","2022-07-08 19:32:55","Homelander"
"2313","2022-07-08 19:33:06","Homelander"
"2314","2022-07-08 19:33:34","Hughie"
"2315","2022-07-08 19:33:42","Hughie"
"2316","2022-07-08 19:33:42","Stan Edgar"
"2317","2022-07-08 19:33:43","Butcher"
"2318","2022-07-08 19:33:43","Hughie"
"2319","2022-07-08 19:33:59","Starlight"
"2320","2022-07-08 19:33:59","Kimiko"
"2321","2022-07-08 19:33:59","Queen Maeve"
"2322","2022-07-08 19:34:12","Homelander"
"2323","2022-07-08 19:34:14","Stan Edgar"
"2324","2022-07-08 19:34:20","Queen Maeve"
"2325","2022-07-08 19:34:27","Frenchie"
"2326","2022-07-08 19:34:54","M.M."
"2327","2022-07-08 19:34:58","Queen Maeve"
"2328","2022-07-08 19:34:59","Queen Maeve"
"2329","2022-07-08 19:35:02","Homelander"
"2330","2022-07-08 19:35:04","M.M."
"2331","2022-07-08 19:35:15","Black Noir"
"2332","2022-07-08 19:35:25","Ryan"
"2333","2022-07-08 19:35:26","Soldier Boy"
"2334","2022-07-08 19:35:31","Homelander"
"2335","2022-07-08 19:35:33","M.M."
"2336","2022-07-08 19:35:33","Homelander"
"2337","2022-07-08 19:35:34","Homelander"
"2338","2022-07-08 19:35:35","M.M."
"2339","2022-07-08 19:35:35","Homelander"
"2340","2022-07-08 19:35:39","Queen Maeve"
"2341","2022-07-08 19:35:41","Stan Edgar"
"2342","2022-07-08 19:35:41","Homelander"
"2343","2022-07-08 19:35:48","Ashley"
"2344","2022-07-08 19:35:51","Frenchie"
"2345","2022-07-08 19:35:51","Kimiko"
"2346","2022-07-08 19:35:51","Deep"
"2347","2022-07-08 19:35:51","Stan Edgar"
"2348","2022-07-08 19:35:51","Queen Maeve"
"2349","2022-07-08 19:35:51","Ryan"
"2350","2022-07-08 19:36:03","Queen Maeve"
"2351","2022-07-08 19:36:13","Hughie"
"2352","2022-07-08 19:36:17","Ryan"
"2353","2022-07-08 19:36:18","Homelander"
"2354","2022-07-08 19:36:19","Stan Edgar"
"2355","2022-07-08 19:36:19","Black Noir"
"2356","2022-07-08 19:36:19","Homelander"
"2357","2022-07-08 19:36:21","Homelander"
"2358","2022-07-08 19:36:22","Butcher"
"2359","2022-07-08 19:36:22","Starlight"
"2360","2022-07-08 19:36:22","Ryan"
"2361","2022-07-08 19:36:22","Homelander"
"2362","2022-07-08 19:36:28","Butcher"
"2363","2022-07-08 19:36:31","M.M."
"2364","2022-07-08 19:36:32","Queen Maeve"
"2365","2022-07-08 19:36:32","Homelander"
"2366","2022-07-08 19:36:34","Deep"
"2367","2022-07-08 19:36:34","Black Noir"
"2368","2022-07-08 19:36:37","Ryan"
"2369","2022-07-08 19:36:37","Homelander"
"2370","2022-07-08 19:36:43","Soldier Boy"
"2371","2022-07-08 19:36:49","Queen Maeve"
"2372","2022-07-08 19:36:51","Homelander"
"2373","2022-07-08 19:36:51","Butcher"
"2374","2022-07-08 19:36:51","Soldier Boy"
"2375","2022-07-08 19:36:51","Black Noir"
"2376","2022-07-08 19:36:51","Homelander"
"2377","2022-07-08 19:36:54","M.M."
"2378","2022-07-08 19:36:54","Homelander"
"2379","2022-07-08 19:36:56","Queen Maeve"
"2380","2022-07-08 19:37:12","Homelander"
"2381","2022-07-08 19:37:26","Homelander"
"2382","2022-07-08 19:37:43","Stan Edgar"
"2383","2022-07-08 19:38:03","Queen Maeve"
"2384","2022-07-08 19:38:05","Hughie"
"2385","2022-07-08 19:38:05","Stan Edgar"
"2386","2022-07-08 19:38:11","Starlight"
"2387","2022-07-08 19:38:14","Black Noir"
"2388","2022-07-08 19:38:18","M.M."
"2389","2022-07-08 19:38:18","Homelander"
"2390","2022-07-08 19:38:31","Ashley"
"2391","2022-07-08 19:38:31","Homelander"
"2392","2022-07-08 19:38:38","Butcher"
"2393","2022-07-08 19:38:51","Soldier Boy"
"2394","2022-07-08 19:38:55","Homelander"
"2395","2022-07-08 19:38:58","Soldier Boy"
"2396","2022-07-08 19:39:15","Homelander"
"2397","2022-07-08 19:39:17","Black Noir"
"2398","2022-07-08 19:39:17","A-Train"
"2399","2022-07-08 19:39:17","Black Noir"
"2400","2022-07-08 19:39:26","Homelander"
"2401","2022-07-08 19:39:28","Hughie"
"2402","2022-07-08 19:39:42","Hughie"
"2403","2022-07-08 19:39:47","Butcher"
"2404","2022-07-08 19:39:47","Queen Maeve"
"2405","2022-07-08 19:39:47","Homelander"
"2406","2022-07-08 19:39:48","Soldier Boy"
"2407","2022-07-08 19:39:48","Homelander"
"2408","2022-07-08 19:39:49","Hughie"
"2409","2022-07-08 19:39:51","Newman"
"2410","2022-07-08 19:39:59","A-Train"
"2411","2022-07-08 19:39:59","M.M."
"2412","2022-07-08 19:39:59","Homelander"
"2413","2022-07-08 19:40:12","Hughie"
"2414","2022-07-08 19:40:36","Black Noir"
"2415","2022-07-08 19:40:42","M.M."
"2416","2022-07-08 19:40:43","Soldier Boy"
"2417","2022-07-08 19:40:43","Homelander"
"2418","2022-07-08 19:40:44","Soldier Boy"
"2419","2022-07-08 19:40:48","Queen Maeve"
"2420","2022-07-08 19:41:09","Hughie"
"2421","2022-07-08 19:41:10","Black Noir"
"2422","2022-07-08 19:41:14","Soldier Boy"
"2423","2022-07-08 19:41:14","Black Noir"
"2424","2022-07-08 19:41:18","Hughie"
"2425","2022-07-08 19:41:20","Soldier Boy"
"2426","2022-07-08 19:41:21","Soldier Boy"
"2427","2022-07-08 19:41:22","Stan Edgar"
"2428","2022-07-08 19:41:22","Homelander"
"2429","2022-07-08 19:41:28","Butcher"
"2430","2022-07-08 19:41:28","Soldier Boy"
"2431","2022-07-08 19:41:40","Homelander"
"2432","2022-07-08 19:41:41","M.M."
"2433","2022-07-08 19:41:41","Homelander"
"2434","2022-07-08 19:41:43","Ryan"
"2435","2022-07-08 19:41:44","Homelander"
"2436","2022-07-08 19:41:51","Queen Maeve"
"2437","2022-07-08 19:41:51","Homelander"
"2438","2022-07-08 19:41:58","Hughie"
"2439","2022-07-08 19:41:58","Hughie"
"2440","2022-07-08 19:42:06","Ryan"
"2441","2022-07-08 19:42:07","Butcher"
"2442","2022-07-08 19:42:07","Soldier Boy"
"2443","2022-07-08 19:42:07","Frenchie"
"2444","2022-07-08 19:42:07","Kimiko"
"2445","2022-07-08 19:42:07","Queen Maeve"
"2446","2022-07-08 19:42:07","Homelander"
"2447","2022-07-08 19:42:13","Kimiko"
"2448","2022-07-08 19:42:14","Queen Maeve"
"2449","2022-07-08 19:42:23","Homelander"
"2450","2022-07-08 19:42:24","Hughie"
"2451","2022-07-08 19:42:24","M.M."
"2452","2022-07-08 19:42:30","M.M."
"2453","2022-07-08 19:42:34","Hughie"
"2454","2022-07-08 19:42:47","Frenchie"
"2455","2022-07-08 19:42:53","Hughie"
"2456","2022-07-08 19:42:55","Frenchie"
"2457","2022-07-08 19:42:55","Homelander"
"2458","2022-07-08 19:42:57","Hughie"
"2459","2022-07-08 19:43:01","Homelander"
"2460","2022-07-08 19:43:04","Soldier Boy"
"2461","2022-07-08 19:43:04","Soldier Boy"
"2462","2022-07-08 19:43:06","Homelander"
"2463","2022-07-08 19:43:11","M.M."
"2464","2022-07-08 19:43:13","Homelander"
"2465","2022-07-08 19:43:21","Black Noir"
"2466","2022-07-08 19:43:31","M.M."
"2467","2022-07-08 19:43:31","Homelander"
"2468","2022-07-08 19:43:35","Soldier Boy"
"2469","2022-07-08 19:43:36","Soldier Boy"
"2470","2022-07-08 19:43:40","Queen Maeve"
"2471","2022-07-08 19:43:40","Ryan"
"2472","2022-07-08 19:43:44","Butcher"
"2473","2022-07-08 19:43:44","Stan Edgar"
"2474","2022-07-08 19:43:44","Ryan"
"2475","2022-07-08 19:43:53","Homelander"
"2476","2022-07-08 19:43:55","Homelander"
"2477","2022-07-08 19:43:58","Soldier Boy"
"2478","2022-07-08 19:43:58","Queen Maeve"
"2479","2022-07-08 19:44:07","Queen Maeve"
"2480","2022-07-08 19:44:07","Queen Maeve"
"2481","2022-07-08 19:44:42","Hughie"
"2482","2022-07-08 19:44:42","Queen Maeve"
"2483","2022-07-08 19:44:43","Deep"
"2484","2022-07-08 19:44:43","Homelander"
"2485","2022-07-08 19:44:44","Homelander"
"2486","2022-07-08 19:44:44","Homelander"
"2487","2022-07-08 19:44:45","M.M."
"2488","2022-07-08 19:44:45","Homelander"
"2489","2022-07-08 19:44:45","Black Noir"
"2490","2022-07-08 19:44:48","Butcher"
"2491","2022-07-08 19:44:48","Soldier Boy"
"2492","2022-07-08 19:44:52","Homelander"
"2493","2022-07-08 19:45:02","Queen Maeve"
"2494","2022-07-08 19:45:10","Hughie"
"2495","2022-07-08 19:45:20","Butcher"
"2496","2022-07-08 19:45:20","Ryan"
"2497","2022-07-08 19:45:37","Stan Edgar"
"2498","2022-07-08 19:45:39","Ryan"
"2499","2022-07-08 19:45:41","Homelander"
"2500","2022-07-08 19:45:50","M.M."
"2501","2022-07-08 19:45:50","Queen Maeve"
"2502","2022-07-08 19:45:50","Homelander"
"2503","2022-07-08 19:46:01","Homelander"
"2504","2022-07-08 19:46:01","Homelander"
"2505","2022-07-08 19:46:02","Queen Maeve"
"2506","2022-07-08 19:46:17","Hughie"
"2507","2022-07-08 19:46:30","Queen Maeve"
"2508","2022-07-08 19:46:30","Homelander"
"2509","2022-07-08 19:46:42","M.M."
"2510","2022-07-08 19:46:45","M.M."
"2511","2022-07-08 19:46:45","Black Noir"
"2512","2022-07-08 19:46:53","Queen Maeve"
"2513","2022-07-08 19:46:55","Butcher"
"2514","2022-07-08 19:46:55","Hughie"
"2515","2022-07-08 19:46:55","Homelander"
"2516","2022-07-08 19:47:02","Soldier Boy"
"2517","2022-07-08 19:47:02","Ryan"
"2518","2022-07-08 19:47:02","Homelander"
"2519","2022-07-08 19:47:05","Hughie"
"2520","2022-07-08 19:47:08","Hughie"
"2521","2022-07-08 19:47:08","Starlight"
"2522","2022-07-08 19:47:14","Ryan"
"2523","2022-07-08 19:47:17","M.M."
"2524","2022-07-08 19:47:17","Homelander"
"2525","2022-07-08 19:47:18","Butcher"
"2526","2022-07-08 19:47:18","Homelander"
"2527","2022-07-08 19:47:35","Starlight"
"2528","2022-07-08 19:47:36","Soldier Boy"
"2529","2022-07-08 19:47:45","Homelander"
"2530","2022-07-08 19:47:46","Butcher"
"2531","2022-07-08 19:47:46","Soldier Boy"
"2532","2022-07-08 19:48:05","Deep"
"2533","2022-07-08 19:48:07","Soldier Boy"
"2534","2022-07-08 19:48:15","Starlight"
"2535","2022-07-08 19:48:22","Kimiko"
"2536","2022-07-08 19:48:46","Kimiko"
"2537","2022-07-08 19:48:46","Ashley"
"2538","2022-07-08 19:48:56","Homelander"
"2539","2022-07-08 19:49:17","Butcher"
"2540","2022-07-08 19:49:17","Soldier Boy"
"2541","2022-07-08 19:49:17","Homelander"
"2542","2022-07-08 19:49:31","Homelander"
"2543","2022-07-08 19:49:33","Queen Maeve"
"2544","2022-07-08 19:49:34","Butcher"
"2545","2022-07-08 19:49:34","Homelander"
"2546","2022-07-08 19:49:40","Soldier Boy"
"2547","2022-07-08 19:49:46","Butcher"
"2548","2022-07-08 19:49:58","Butcher"
"2549","2022-07-08 19:50:19","Soldier Boy"
"2550","2022-07-08 19:50:20","M.M."
"2551","2022-07-08 19:50:25","Queen Maeve"
"2552","2022-07-08 19:50:26","Homelander"
"2553","2022-07-08 19:50:31","M.M."
"2554","2022-07-08 19:50:31","Homelander"
"2555","2022-07-08 19:50:36","Hughie"
"2556","2022-07-08 19:50:44","Frenchie"
"2557","2022-07-08 19:50:47","Queen Maeve"
"2558","2022-07-08 19:50:47","Homelander"
"2559","2022-07-08 19:50:59","Homelander"
"2560","2022-07-08 19:51:07","Ryan"
"2561","2022-07-08 19:51:10","M.M."
"2562","2022-07-08 19:51:10","Homelander"
"2563","2022-07-08 19:51:32","M.M."
"2564","2022-07-08 19:51:32","Queen Maeve"
"2565","2022-07-08 19:51:40","Soldier Boy"
"2566","2022-07-08 19:51:40","Black Noir"
"2567","2022-07-08 19:52:13","M.M."
"2568","2022-07-08 19:52:13","Homelander"
"2569","2022-07-08 19:52:14","Black Noir"
"2570","2022-07-08 19:52:15","M.M."
"2571","2022-07-08 19:52:15","Frenchie"
"2572","2022-07-08 19:52:24","Stan Edgar"
"2573","2022-07-08 19:52:25","Butcher"
"2574","2022-07-08 19:52:28","Ryan"
"2575","2022-07-08 19:52:32","Butcher"
"2576","2022-07-08 19:52:32","Hughie"
"2577","2022-07-08 19:52:39","Kimiko"
"2578","2022-07-08 19:52:39","Queen Maeve"
"2579","2022-07-08 19:52:42","M.M."
"2580","2022-07-08 19:52:42","Homelander"
"2581","2022-07-08 19:52:54","Hughie"
"2582","2022-07-08 19:53:04","Black Noir"
"2583","2022-07-08 19:53:08","Butcher"
"2584","2022-07-08 19:53:08","Queen Maeve"
"2585","2022-07-08 19:53:08","Homelander"
"2586","2022-07-08 19:53:30","Homelander"
"2587","2022-07-08 19:53:37","Queen Maeve"
"2588","2022-07-08 19:53:43","Black Noir"
"2589","2022-07-08 19:53:43","Homelander"
"2590","2022-07-08 19:53:47","Queen Maeve"
"2591","2022-07-08 19:53:52","M.M."
"2592","2022-07-08 19:54:03","M.M."
"2593","2022-07-08 19:54:06","Stan Edgar"
"2594","2022-07-08 19:54:10","Butcher"
"2595","2022-07-08 19:54:10","Soldier Boy"
"2596","2022-07-08 19:54:10","M.M."
"2597","2022-07-08 19:54:10","Queen Maeve"
"2598","2022-07-08 19:54:10","Black Noir"
"2599","2022-07-08 19:54:10","Soldier Boy"
"2600","2022-07-08 19:54:10","Ryan"
"2601","2022-07-08 19:54:13","Homelander"
"2602","2022-07-08 19:54:18","Queen Maeve"
"2603","2022-07-08 19:54:18","Homelander"
"2604","2022-07-08 19:54:18","M.M."
"2605","2022-07-08 19:54:22","Hughie"
"2606","2022-07-08 19:54:29","Hughie"
"2607","2022-07-08 19:54:29","Soldier Boy"
"2608","2022-07-08 19:54:38","Butcher"
"2609","2022-07-08 19:54:38","Soldier Boy"
"2610","2022-07-08 19:54:39","Butcher"
"2611","2022-07-08 19:54:39","Soldier Boy"
"2612","2022-07-08 19:54:39","Ryan"
"2613","2022-07-08 19:54:39","Homelander"
"2614","2022-07-08 19:54:42","Hughie"
"2615","2022-07-08 19:54:45","Soldier Boy"
"2616","2022-07-08 19:54:45","Homelander"
"2617","2022-07-08 19:54:59","Homelander"
"2618","2022-07-08 19:54:59","Queen Maeve"
"2619","2022-07-08 19:55:05","M.M."
"2620","2022-07-08 19:55:05","Homelander"
"2621","2022-07-08 19:55:05","Butcher"
"2622","2022-07-08 19:55:08","Homelander"
"2623","2022-07-08 19:55:10","M.M."
"2624","2022-07-08 19:55:15","Butcher"
"2625","2022-07-08 19:55:15","Homelander"
"2626","2022-07-08 19:55:18","Hughie"
"2627","2022-07-08 19:55:20","Homelander"
"2628","2022-07-08 19:55:30","Homelander"
"2629","2022-07-08 19:55:33","Homelander"
"2630","2022-07-08 19:55:40","Butcher"
"2631","2022-07-08 19:55:40","Hughie"
"2632","2022-07-08 19:55:40","Soldier Boy"
"2633","2022-07-08 19:55:40","Homelander"
"2634","2022-07-08 19:55:40","Homelander"
"2635","2022-07-08 19:55:43","Starlight"
"2636","2022-07-08 19:55:48","Frenchie"
"2637","2022-07-08 19:55:49","Homelander"
"2638","2022-07-08 19:55:51","Queen Maeve"
"2639","2022-07-08 19:55:53","Kimiko"
"2640","2022-07-08 19:56:02","Black Noir"
"2641","2022-07-08 19:56:02","Homelander"
"2642","2022-07-08 19:56:02","Black Noir"
"2643","2022-07-08 19:56:03","Ryan"
"2644","2022-07-08 19:56:03","Homelander"
"2645","2022-07-08 19:56:09","M.M."
"2646","2022-07-08 19:56:09","M.M."
"2647","2022-07-08 19:56:09","Homelander"
"2648","2022-07-08 19:56:13","Hughie"
"2649","2022-07-08 19:56:13","Starlight"
"2650","2022-07-08 19:56:13","M.M."
"2651","2022-07-08 19:56:13","Newman"
"2652","2022-07-08 19:56:13","Ryan"
"2653","2022-07-08 19:56:13","Homelander"
"2654","2022-07-08 19:56:14","Queen Maeve"
"2655","2022-07-08 19:56:22","Homelander"
"2656","2022-07-08 19:56:25","Queen Maeve"
"2657","2022-07-08 19:56:25","Homelander"
"2658","2022-07-08 19:56:27","Queen Maeve"
"2659","2022-07-08 19:56:27","Homelander"
"2660","2022-07-08 19:56:34","Homelander"
"2661","2022-07-08 19:56:41","Soldier Boy"
"2662","2022-07-08 19:56:42","Ashley"
"2663","2022-07-08 19:56:50","Butcher"
"2664","2022-07-08 19:56:55","Queen Maeve"
